mileage_kmpl,engine_cc,owner_count,price_usd,color,accidents_reported,insurance_valid,car_age,brand_BMW,brand_Chevrolet,brand_Ford,brand_Honda,brand_Hyundai,brand_Kia,brand_Nissan,brand_Tesla,brand_Toyota,brand_Volkswagen,fuel_type_Diesel,fuel_type_Electric,fuel_type_Petrol,transmission_Automatic,transmission_Manual,service_history_Full,service_history_Partial,service_history_Unknown
17.56,1500,5,5666.85,Red,0,Yes,29,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
25.94,4000,3,8375.68,Blue,1,No,15,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
20.03,2500,3,8448.92,Black,1,Yes,31,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
13.19,1500,1,6753.16,White,1,No,16,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
18.67,3000,3,6682.44,Blue,0,Yes,20,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False
17.41,1000,3,6354.68,Black,0,Yes,5,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False
12.58,2500,2,7387.87,Gray,0,Yes,13,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
19.79,800,5,6527.82,White,1,Yes,10,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True
18.11,3000,1,10321.84,Blue,2,Yes,9,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False
20.78,2000,4,6747.2,White,0,Yes,10,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
18.97,1800,1,5979.11,Silver,1,Yes,18,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
14.74,4000,5,4958.56,Gray,0,Yes,26,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
21.84,4000,4,7895.98,Black,0,Yes,26,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False
14.88,1200,3,4652.17,Red,1,No,19,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
5.0,4000,2,7739.95,Red,1,Yes,13,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False
18.64,4000,2,9620.4,White,0,Yes,10,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
15.23,1000,5,2999.6,White,2,Yes,24,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
19.91,1800,5,8117.31,Silver,1,Yes,5,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
27.99,1000,2,8120.11,Black,0,Yes,5,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
28.14,800,4,3884.66,White,0,Yes,30,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
17.17,2500,4,7357.97,Red,0,Yes,11,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
13.87,1500,1,6663.51,Black,1,No,31,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False
20.92,1800,3,8327.87,Black,1,Yes,4,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
16.15,1500,4,6313.69,Silver,0,Yes,17,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
19.96,2000,3,5110.71,Gray,0,Yes,31,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False
14.7,1000,5,1471.29,White,0,No,27,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
19.25,3000,4,10100.01,Black,0,Yes,4,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
13.94,1500,4,6715.2,Silver,1,Yes,3,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
23.92,3000,4,7251.22,Red,0,Yes,16,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False
15.05,1200,1,6547.69,Silver,0,Yes,13,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False
21.31,1800,5,3426.82,Silver,2,Yes,28,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
11.68,1200,2,3101.66,Gray,1,Yes,29,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
21.91,2500,1,8858.45,Silver,0,Yes,15,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
13.17,1200,1,5708.22,White,0,Yes,15,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
19.31,3000,4,6162.9,Silver,3,Yes,20,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False
23.12,4000,1,14194.67,Red,1,Yes,4,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
17.0,1000,2,7317.48,Black,0,Yes,3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
12.85,1200,1,8663.79,Blue,0,Yes,18,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
20.48,2500,1,9159.89,Gray,1,Yes,11,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
13.8,1800,4,3349.74,White,1,Yes,26,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
15.98,5000,5,8066.2,Blue,0,No,29,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
19.33,2500,2,11175.52,Gray,0,Yes,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
24.8,1000,4,2767.87,Gray,1,Yes,23,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
18.13,1500,1,4085.21,Silver,1,Yes,27,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
18.11,800,2,6145.02,White,1,No,8,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
21.69,1800,3,7864.8,Red,0,Yes,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
18.25,3000,1,11255.71,Blue,0,Yes,15,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
21.18,800,5,3493.36,Black,1,Yes,18,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False
23.39,2500,1,10181.84,Gray,2,Yes,11,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
16.36,2500,5,3879.13,Red,2,Yes,29,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
5.0,2500,3,5013.52,Red,1,No,4,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
13.91,800,4,1112.71,Blue,1,Yes,31,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
24.04,1200,4,5014.68,Black,1,Yes,12,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False
17.83,1000,4,6820.62,White,0,Yes,3,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False
16.3,1800,2,7007.8,Red,0,Yes,11,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
23.83,1000,5,5044.26,White,0,Yes,9,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False
17.49,1800,1,4835.33,Red,0,Yes,31,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
7.54,1800,2,3126.5,Silver,1,Yes,29,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
10.47,1500,2,9727.88,Gray,0,Yes,14,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
20.09,2500,1,10472.18,Red,1,Yes,7,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
17.67,5000,3,11852.06,White,1,No,22,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
25.27,2000,4,8554.93,Black,0,No,10,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True
14.33,1000,3,6609.52,Blue,0,Yes,6,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False
16.45,1500,3,4271.3,Black,0,Yes,29,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
13.58,2500,4,8813.4,Red,0,Yes,24,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False
15.4,4000,3,7147.77,White,1,Yes,18,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
8.54,4000,2,13643.1,Silver,0,Yes,8,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
16.07,1200,1,4832.14,Black,0,Yes,14,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
17.74,800,2,3166.99,Silver,4,Yes,17,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False
17.32,4000,2,12765.97,Blue,1,Yes,10,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
28.75,3000,5,12653.49,Silver,0,Yes,9,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
27.17,2500,4,4509.78,Blue,1,Yes,30,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False
14.25,2000,4,10767.86,Silver,2,Yes,5,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
7.78,5000,2,11069.21,Red,1,Yes,22,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
17.5,2500,4,7342.58,Silver,2,Yes,30,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
19.88,4000,5,13488.97,Gray,0,Yes,6,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
13.7,2000,1,6491.23,Black,0,Yes,15,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
13.95,5000,3,8148.13,Black,0,Yes,24,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
25.91,1200,4,3364.95,Black,1,Yes,31,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False
16.71,1200,2,3876.06,Blue,0,Yes,23,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False
21.31,1500,4,4495.79,Blue,0,No,21,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
13.35,5000,2,11171.2,Red,1,Yes,10,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
17.72,5000,3,9685.95,Blue,2,Yes,16,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
16.32,3000,4,5890.38,Red,1,Yes,25,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
14.62,5000,3,10677.72,Silver,0,Yes,3,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True
23.78,4000,2,10358.48,White,1,Yes,22,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
11.06,3000,5,5586.66,Black,0,Yes,9,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
19.5,5000,5,11146.68,Black,1,Yes,6,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
16.22,1000,1,5065.0,Red,0,Yes,29,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
20.07,1500,2,7574.04,Blue,0,Yes,14,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False
16.29,1500,2,7453.51,Gray,0,Yes,7,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
22.34,1000,2,9472.04,Silver,2,Yes,8,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False
13.3,3000,5,6139.85,Red,3,Yes,19,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
23.79,1200,5,7912.37,Black,0,Yes,4,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
17.86,1000,5,4916.43,Gray,3,No,6,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
11.36,2500,4,1776.4,Red,1,Yes,25,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
21.4,800,4,6245.42,White,0,Yes,7,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
17.01,2000,5,4084.48,White,1,No,28,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
9.46,1200,3,4297.54,White,0,Yes,19,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True
19.66,1200,4,4217.65,Silver,0,Yes,12,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
23.03,1800,4,7092.16,White,2,No,31,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
24.41,1200,4,3324.4,Silver,0,Yes,24,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
16.11,1500,4,4885.05,Gray,0,Yes,18,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
18.73,1200,1,6697.87,Red,0,Yes,16,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
18.25,2500,4,7359.57,Silver,1,Yes,18,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
25.45,1200,3,4964.38,Black,1,Yes,20,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False
13.95,5000,1,12546.65,Blue,0,Yes,13,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False
15.68,1500,4,7699.64,White,2,Yes,9,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
13.83,1000,2,4450.77,Blue,0,Yes,17,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
10.75,1000,1,6484.65,Red,0,No,4,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
19.24,4000,4,6098.83,Silver,0,Yes,30,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
26.01,800,3,3864.02,Silver,0,No,30,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False
17.01,800,5,3803.32,Blue,0,Yes,9,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
13.59,5000,4,11622.43,Red,1,No,10,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
18.93,800,2,5338.88,Blue,2,Yes,13,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
20.95,1200,3,6824.07,Black,0,Yes,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
17.22,1000,1,6470.42,White,0,No,6,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
25.02,1200,3,10302.79,White,0,Yes,3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
13.94,1800,4,6274.46,Silver,1,Yes,10,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
16.57,4000,2,10234.78,Gray,1,Yes,6,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
19.48,1000,3,7014.74,Red,0,No,6,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True
19.96,800,3,4201.16,Red,0,Yes,10,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False
18.24,2000,5,8079.95,Silver,1,No,15,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False
11.61,1200,5,4618.49,Red,1,Yes,12,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
29.69,2500,4,10833.01,Red,1,Yes,22,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
16.82,2000,1,6813.55,White,0,Yes,26,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
18.55,2500,1,9529.27,Black,0,Yes,17,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
21.08,1800,2,7853.83,Black,0,Yes,10,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
14.82,800,4,4021.44,Silver,0,Yes,21,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
18.28,1200,1,8997.42,Black,1,Yes,4,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False
14.61,1200,3,4147.26,Black,0,No,27,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
20.08,2500,4,3326.41,White,0,No,31,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
16.62,1200,3,4253.85,Black,1,Yes,24,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
19.34,1800,2,7381.01,Black,0,No,11,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
12.77,1500,4,7785.74,Black,0,Yes,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
13.86,1500,2,5319.96,Gray,0,No,20,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
11.17,2500,5,4493.04,Gray,1,Yes,20,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False
14.45,800,2,2872.79,Blue,0,Yes,27,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
5.13,2500,5,3047.57,Black,2,No,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
16.46,3000,4,5733.35,Blue,2,Yes,28,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
15.33,1200,3,3861.46,White,0,No,26,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False
18.75,1200,3,4798.85,Black,1,No,19,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
18.22,1500,3,6113.12,Red,1,Yes,12,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False
24.29,2000,2,6709.15,Blue,1,Yes,17,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False
30.97,2500,4,7859.03,Black,1,Yes,29,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
23.69,800,4,5717.16,Gray,1,Yes,9,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True
15.73,1500,5,3577.88,Red,1,Yes,24,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False
15.53,2500,4,7530.19,Silver,0,No,12,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
22.34,1000,3,5854.69,Blue,0,Yes,16,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False
9.58,800,4,2339.67,White,0,No,19,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
16.42,800,5,4465.5,Silver,1,Yes,14,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
16.81,5000,4,13648.02,Red,0,Yes,4,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
20.92,2000,4,6185.12,Blue,0,No,22,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
21.07,1800,3,10512.2,Blue,0,Yes,13,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
14.28,800,4,4611.63,Black,1,Yes,15,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
15.93,5000,2,12577.3,Silver,0,Yes,8,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False
20.23,1200,5,4800.93,Black,0,Yes,13,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
14.01,2500,5,9544.98,White,0,Yes,4,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False
24.03,4000,5,12316.91,Silver,0,Yes,6,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False
21.05,4000,4,9994.5,Blue,3,Yes,9,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
18.86,2000,2,9797.62,Red,0,Yes,6,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
19.95,1200,5,3410.93,White,0,Yes,27,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
15.67,800,1,7109.74,Black,0,No,6,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
14.87,1200,3,7242.06,Black,1,Yes,11,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
15.88,5000,1,12971.93,Gray,0,Yes,9,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False
20.5,1000,1,5564.77,White,0,Yes,23,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False
19.01,1800,5,8269.56,Silver,0,No,20,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
15.89,3000,1,8321.86,White,0,No,11,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False
21.75,1800,1,5732.96,Silver,1,No,31,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
17.13,800,2,5271.26,White,1,Yes,6,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
14.53,1200,3,7029.55,Gray,0,Yes,6,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
19.27,1800,4,4205.85,Gray,0,Yes,31,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
12.93,2500,5,6727.62,White,0,Yes,17,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
9.56,1800,5,2773.44,Blue,1,Yes,30,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
17.97,5000,1,15533.48,Silver,0,Yes,10,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
14.71,1800,4,3953.36,White,1,No,16,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False
16.73,2500,4,7988.38,Black,1,Yes,7,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
13.17,3000,4,6829.18,Black,1,Yes,24,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
24.04,3000,5,8477.88,Gray,0,Yes,19,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
14.69,2500,5,6089.63,Silver,2,Yes,11,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
15.84,1200,2,4537.03,White,1,Yes,31,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False
19.89,1000,5,2823.02,Silver,1,Yes,16,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False
11.12,800,5,7078.82,White,0,No,3,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
10.75,2000,2,8251.14,Blue,0,Yes,25,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
19.9,4000,5,7418.76,Red,0,Yes,27,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
15.78,1200,1,8247.5,Black,0,Yes,10,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False
13.49,1800,1,9561.19,Gray,1,Yes,3,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
21.02,4000,2,11034.3,Silver,0,No,9,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
13.94,4000,2,8881.28,Black,1,No,29,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False
16.63,2500,1,8096.09,White,1,Yes,20,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False
13.52,1500,4,7100.07,Black,0,Yes,6,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False
19.52,1000,5,5043.87,White,1,Yes,16,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
24.66,1000,3,6066.57,Silver,0,Yes,13,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
8.69,1500,3,4032.43,Gray,0,No,27,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False
18.56,800,2,6570.83,Gray,1,Yes,10,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
22.28,1500,3,8580.99,Red,0,Yes,7,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
15.89,2000,4,9246.79,Blue,1,No,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
12.34,2000,3,5484.88,Blue,1,Yes,18,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
20.1,2500,1,11403.23,Black,0,Yes,4,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
23.01,1800,2,5368.57,Silver,0,Yes,27,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False
22.45,4000,3,9480.17,Silver,3,Yes,17,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
19.83,1000,5,4421.83,Gray,0,Yes,15,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
18.49,1000,2,5308.57,Blue,2,Yes,18,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False
13.5,1500,4,5834.67,White,0,Yes,12,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
22.33,1500,1,4551.44,Blue,0,Yes,27,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
22.05,1500,3,9259.0,Gray,0,Yes,20,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
12.31,800,1,4930.48,Black,1,Yes,16,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
19.82,1500,4,5136.96,Blue,0,Yes,6,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
21.26,1800,3,8551.99,White,1,Yes,6,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
22.41,4000,2,12003.5,Gray,1,Yes,16,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
17.63,1200,2,7629.82,Black,1,Yes,11,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
13.71,1200,5,2494.51,White,1,No,25,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
15.49,1800,4,3230.8,Red,0,Yes,28,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False
12.96,5000,3,12076.51,Black,0,No,31,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
17.74,2000,1,5452.02,White,1,Yes,27,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
16.77,1200,1,10218.3,Blue,0,Yes,9,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
28.73,800,3,10117.69,Red,1,Yes,6,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
22.47,5000,4,11683.89,White,1,No,22,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
22.85,3000,4,8861.73,Gray,1,Yes,10,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
20.36,800,1,5077.92,Blue,0,Yes,27,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
16.16,1000,3,4633.8,Red,0,Yes,28,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False
16.62,1200,3,3562.64,Silver,1,Yes,30,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
17.08,2000,1,6959.04,Silver,0,Yes,12,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
18.94,1500,3,8367.16,Red,0,No,22,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
19.95,1500,3,7316.27,White,0,Yes,6,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
18.0,4000,2,10304.22,White,0,Yes,13,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
16.55,2000,2,7716.65,Black,0,Yes,6,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False
